sku,brand,model_guess,product_name,category_file,manufacturer_or_authorized_source_url,image_url_if_direct,confidence,usage_notes,notes
NPL-B42NTRE,Napoleon,B42NTRE,Napoleon 42 Inch Ascent Direct Vent Gas Fireplace - IPI Ignition,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-b42ntre.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-42-inch-ascent-direct-vent-gas-fireplace-ipi-ignition-33.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
MAJ-MER36N,Majestic,MER36N,Majestic 36 Inch Meridian Gas Direct Vent Fireplace,gas-fireplaces-scraped.json,https://www.majesticproducts.com/fireplaces/gas/meridian-series,https://hearthnhome.getbynder.com/m/543ab1c3c430563d/webimage-MAJ-Meridian-Product-Video.jpg,high,Manufacturer product page/media asset candidate; verify image usage rights/permissions before reuse.,Mapped by SKU/model family to Majestic official product page; direct image is Hearth & Home/Bynder media asset from that page.
NPL-RSS42NE,Napoleon,RSS42NE,Napoleon 42 Inch RSS42NE Riverside Clean Face Outdoor Vent Free Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-rss42ne.html,https://www.efireplacestore.com/images/Icon_Image/riverside36_1-1726150719_8055.png,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
NPL-BX42NTRE,Napoleon,BX42NTRE,Napoleon 42 Inch Ascent X Direct Vent Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-bx42ntre.html,https://www.efireplacestore.com/images/Icon_Image/npl-bx42ntre-1727467636_2756.jpg,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
NPL-HD4STGN,Napoleon,HD4STGN,Napoleon BHD4 Ascent Multi-View Direct Vent See-Thru Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-hd4stgn.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-bhd4-ascent-multi-view-direct-vent-see-thru-gas-fireplace-168.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
MAJ-MARQ42IN,Majestic,MARQ42IN,Majestic Marquis II 42 Inch Direct Vent Fireplace with IntelliFire Tough Ignition,gas-fireplaces-scraped.json,https://www.majesticproducts.com/fireplaces/gas/marquis-ii-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/a940dce8fdd16d/webimage-Marquis-II-Product-Video.png,high,Manufacturer product page/media asset candidate; verify image usage rights/permissions before reuse.,Mapped by SKU/model family to Majestic official product page; direct image is Hearth & Home/Bynder media asset from that page.
NPL-AX42NTE-1,Napoleon,AX42NTE-1,Napoleon 42 Inch Updated Altitude X Direct Vent Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-ax42nte-1.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-36-inch-updated-altitude-x-direct-vent-gas-fireplace-1.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
NPL-AX36NTE-1,Napoleon,AX36NTE-1,Napoleon 36 Inch Updated Altitude X Direct Vent Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-ax36nte-1.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-36-inch-updated-altitude-x-direct-vent-gas-fireplace-1.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
MAJ-MER42PN,Majestic,MER42PN,Majestic 42 Inch Meridian Platinum Gas Direct Vent Fireplace,gas-fireplaces-scraped.json,https://www.majesticproducts.com/fireplaces/gas/meridian-series,https://hearthnhome.getbynder.com/m/543ab1c3c430563d/webimage-MAJ-Meridian-Product-Video.jpg,high,Manufacturer product page/media asset candidate; verify image usage rights/permissions before reuse.,Mapped by SKU/model family to Majestic official product page; direct image is Hearth & Home/Bynder media asset from that page.
NPL-EX36PTEL,Napoleon,EX36PTEL,Napoleon 36 Inch Elevation X Direct Vent Propane Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-ex36ptel.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-36-inch-elevation-x-direct-vent-propane-gas-fireplace-33.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
MAJ-LCOR-DV36IN,Majestic,LCOR-DV36IN,Majestic 36 Inch Direct Vent Natural Gas Fireplace with IntelliFire Touch Ignition - Left Corner,gas-fireplaces-scraped.json,https://www.majesticproducts.com/fireplaces/gas/corner-series-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/697857a75ff215e8/webimage-HNG-Multi-Sided-Gas-Fireplaces.png,high,Manufacturer product page/media asset candidate; verify image usage rights/permissions before reuse.,Mapped by SKU/model family to Majestic official product page; direct image is Hearth & Home/Bynder media asset from that page.
NPL-B36NTR-1,Napoleon,B36NTR-1,Napoleon Ascent 36 Inch Direct Vent Gas Fireplace - Millivolt Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-b36ntr-1.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-ascent-36-inch-direct-vent-gas-fireplace-millivolt-millivolt-pilot-28.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
MAJ-ST-DV36IN,Majestic,ST-DV36IN,Majestic 36 Inch See Through Direct Vent Multi Side Gas Fireplace with IntelliFire Touch Ignition,gas-fireplaces-scraped.json,https://www.majesticproducts.com/fireplaces/gas/see-through-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/697857a75ff215e8/webimage-HNG-Multi-Sided-Gas-Fireplaces.png,high,Manufacturer product page/media asset candidate; verify image usage rights/permissions before reuse.,Mapped by SKU/model family to Majestic official product page; direct image is Hearth & Home/Bynder media asset from that page.
NPL-TLV62N,Napoleon,TLV62N,Napoleon 62 Inch Vector Tall Direct Vent Linear Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-tlv62n.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-62-inch-vector-tall-direct-vent-linear-gas-fireplace-1.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
NPL-E36NT,Napoleon,E36NT,Napoleon 36 Inch Elevation Direct Vent Gas Fireplace - Millivolt,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-e36nt.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-36-inch-elevation-direct-vent-gas-fireplace-electronic-ignition-31.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
NPL-LV50N-2,Napoleon,LV50N-2,Napoleon 50 Inch Vector Direct-Vent Linear Gas Fireplace - Electronic Ignition,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-lv50n-2.html,https://www.efireplacestore.com/images/Icon_Image/lv50n-2-web-gallery-01-vector-lv50-contemporary-logs-premiumsb-blacktrim-1708635093_0971.jpg,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
NPL-LV50N2-2,Napoleon,LV50N2-2,Napoleon 50 Inch See-Through Vector Direct Vent Linear Gas Fireplace - Electronic Ignition,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-lv50n2-2.html,https://www.efireplacestore.com/images/Icon_Image/lv50n2-2-web-gallery-01-vector-lv50st-contemporary-logs-premiumsb-blacktrim-1708637783_2244.jpg,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
NPL-RSS36NE,Napoleon,RSS36NE,Napoleon 36 Inch RSS36NE Riverside Clean Face Outdoor Vent Free Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-rss36ne.html,https://www.efireplacestore.com/images/Icon_Image/riverside36_1-1726150719_8055.png,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
NPL-BL36NTE,Napoleon,BL36NTE,Napoleon 36 Inch Ascent Linear Direct Vent Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-bl36nte.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-36-ascent-direct-vent-linear-gas-fireplace-58.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
NPL-EX42NTEL,Napoleon,EX42NTEL,Napoleon 42 Inch Elevation X Direct Vent Natural Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-ex42ntel.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-42-elevation-x-direct-vent-natural-gas-fireplace-58.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
NPL-EX36NTEL,Napoleon,EX36NTEL,Napoleon 36 Inch Elevation X Direct Vent Natural Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-ex36ntel.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-36-elevation-x-direct-vent-natural-gas-fireplace-56.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
MAJ-RBV4236IT,Majestic,RBV4236IT,Majestic 36 Inch Reveal Open Hearth B-Vent Gas Fireplace,gas-fireplaces-scraped.json,https://www.majesticproducts.com/fireplaces/gas/reveal-b-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/3a7172c57b6e2711/webimage-32_HHT_Reveal_NatGreyTrad_Room.png,high,Manufacturer product page/media asset candidate; verify image usage rights/permissions before reuse.,Mapped by SKU/model family to Majestic official product page; direct image is Hearth & Home/Bynder media asset from that page.
MAJ-RCOR-DV36IN,Majestic,RCOR-DV36IN,Majestic 36 Inch Direct Vent Natural Gas Fireplace with IntelliFire Touch Ignition - Right Corner,gas-fireplaces-scraped.json,https://www.majesticproducts.com/fireplaces/gas/corner-series-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/697857a75ff215e8/webimage-HNG-Multi-Sided-Gas-Fireplaces.png,high,Manufacturer product page/media asset candidate; verify image usage rights/permissions before reuse.,Mapped by SKU/model family to Majestic official product page; direct image is Hearth & Home/Bynder media asset from that page.
NPL-BX36NTRE,Napoleon,BX36NTRE,Napoleon 36 Inch Ascent X Direct Vent Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-bx36ntre.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-36-inch-ascent-x-direct-vent-gas-fireplace-32.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
NPL-BHD4PGN,Napoleon,BHD4PGN,Napoleon BHD4 Ascent Multi-View Direct Vent Peninsula Gas Fireplace with Glass Burner,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-bhd4pgn.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-bhd4-ascent-multi-view-direct-vent-peninsula-gas-fireplace-with-glass-burner-73.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
NPL-EX42PTEL,Napoleon,EX42PTEL,Napoleon 42 Inch Elevation X Direct Vent Propane Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-ex42ptel.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-36-inch-elevation-x-direct-vent-propane-gas-fireplace-33.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
NPL-B36NTRE-1,Napoleon,B36NTRE-1,Napoleon 36 Inch Ascent Direct Vent Gas Fireplace - IPI Ignition,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-b36ntre-1.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-36-inch-ascent-direct-vent-gas-fireplace-ipi-ignition-32.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
NPL-TLV50N,Napoleon,TLV50N,Napoleon 50 Inch Vector Tall Direct Vent Linear Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-tlv50n.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-50-inch-vector-tall-direct-vent-linear-gas-fireplace-1.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
NPL-E42NTE,Napoleon,E42NTE,Napoleon 42 Inch Elevation Direct Vent Gas Fireplace - Electronic Ignition,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-e42nte.html,https://www.efireplacestore.com/images/Icon_Image/direct-vent-fireplaces-61.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
NPL-LV62N,Napoleon,LV62N,Napoleon 62 Inch Vector Direct Vent Linear Gas Fireplace - Electronic Ignition,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-lv62n.html,https://www.efireplacestore.com/images/Icon_Image/lv62n-web-gallery-01-vector-lv62-prod-str-logs-birch-rocks-barrier-prem-trim-k-1708640974_9387.jpg,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
NPL-E42NT,Napoleon,E42NT,Napoleon 42 Inch Elevation Direct Vent Gas Fireplace - Millivolt,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-e42nt.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-36-inch-elevation-direct-vent-gas-fireplace-electronic-ignition-31.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
MAJ-JADE42IN,Majestic,JADE42IN,Majestic 42 Inch Jade Series Direct Vent Gas Fireplace - Electronic Ignition,gas-fireplaces-scraped.json,https://www.majesticproducts.com/fireplaces/gas/jade-series-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/259902fe8ee715a5/webimage-Jade-Series-Product-Video.png,high,Manufacturer product page/media asset candidate; verify image usage rights/permissions before reuse.,Mapped by SKU/model family to Majestic official product page; direct image is Hearth & Home/Bynder media asset from that page.
MAJ-ECHEL48IN,Majestic,ECHEL48IN,Majestic Echelon II 48 Inch Direct Vent Linear Fireplace with IntelliFire Plus Ignition,gas-fireplaces-scraped.json,https://www.majesticproducts.com/fireplaces/gas/echelon-ii-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/b22843d8661976c/webimage-Echelon-II-Product-Video.png,high,Manufacturer product page/media asset candidate; verify image usage rights/permissions before reuse.,Mapped by SKU/model family to Majestic official product page; direct image is Hearth & Home/Bynder media asset from that page.
NPL-B42NT,Napoleon,B42NT,Napoleon B42 Ascent Builder Series 42 Inch Direct Vent Fireplace - Millivolt,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-b42nt.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-b42-ascent-builder-series-42-direct-vent-fireplace-millivolt-119.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
MAJ-ECHEL60IN,Majestic,ECHEL60IN,Majestic Echelon II 60 Inch Direct Vent Linear Fireplace with IntelliFire Plus Ignition,gas-fireplaces-scraped.json,https://www.majesticproducts.com/fireplaces/gas/echelon-ii-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/b22843d8661976c/webimage-Echelon-II-Product-Video.png,high,Manufacturer product page/media asset candidate; verify image usage rights/permissions before reuse.,Mapped by SKU/model family to Majestic official product page; direct image is Hearth & Home/Bynder media asset from that page.
MAJ-MERC32IN,Majestic,MERC32IN,Majestic Mercury 32 Inch Direct Vent Gas Fireplace with IntelliFire Touch Ignition,gas-fireplaces-scraped.json,https://www.majesticproducts.com/fireplaces/gas/mercury-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/6672882e99f89af2/webimage-Mercury-Product-Video.png,high,Manufacturer product page/media asset candidate; verify image usage rights/permissions before reuse.,Mapped by SKU/model family to Majestic official product page; direct image is Hearth & Home/Bynder media asset from that page.
MAJ-ECHEL72IN,Majestic,ECHEL72IN,Majestic Echelon II 72 Inch Direct Vent Linear Fireplace with IntelliFire Plus Ignition,gas-fireplaces-scraped.json,https://www.majesticproducts.com/fireplaces/gas/echelon-ii-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/b22843d8661976c/webimage-Echelon-II-Product-Video.png,high,Manufacturer product page/media asset candidate; verify image usage rights/permissions before reuse.,Mapped by SKU/model family to Majestic official product page; direct image is Hearth & Home/Bynder media asset from that page.
MAJ-ECHEL36IN,Majestic,ECHEL36IN,Majestic Echelon II 36 Inch Direct Vent Linear Fireplace with IntelliFire Plus Ignition,gas-fireplaces-scraped.json,https://www.majesticproducts.com/fireplaces/gas/echelon-ii-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/b22843d8661976c/webimage-Echelon-II-Product-Video.png,high,Manufacturer product page/media asset candidate; verify image usage rights/permissions before reuse.,Mapped by SKU/model family to Majestic official product page; direct image is Hearth & Home/Bynder media asset from that page.
MAJ-ECHEL36STIN,Majestic,ECHEL36STIN,Majestic Echelon II 36 Inch Direct Vent See-Through Fireplace with IntelliFire Plus Ignition,gas-fireplaces-scraped.json,https://www.majesticproducts.com/fireplaces/gas/echelon-ii-see-through-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/b22843d8661976c/webimage-Echelon-II-Product-Video.png,high,Manufacturer product page/media asset candidate; verify image usage rights/permissions before reuse.,Mapped by SKU/model family to Majestic official product page; direct image is Hearth & Home/Bynder media asset from that page.
NPL-DX42NTRE,Napoleon,DX42NTRE,Napoleon 42 Inch Ascent Deep X Direct Vent Gas Fireplace - IPI Ignition,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-dx42ntre.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-42-inch-ascent-deep-direct-vent-gas-fireplace-ipi-ignition-33.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
MAJ-MARQ42STIN,Majestic,MARQ42STIN,Majestic Marquis II 42 Inch Direct Vent See-Through Fireplace with IntelliFire Tough Ignition,gas-fireplaces-scraped.json,https://www.majesticproducts.com/fireplaces/gas/marquis-ii-see-through-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/a940dce8fdd16d/webimage-Marquis-II-Product-Video.png,high,Manufacturer product page/media asset candidate; verify image usage rights/permissions before reuse.,Mapped by SKU/model family to Majestic official product page; direct image is Hearth & Home/Bynder media asset from that page.
MAJ-JADE32IN-B,Majestic,JADE32IN-B,Majestic 32 Inch Jade Series Direct Vent Gas Fireplace - Intellifire Pilot,gas-fireplaces-scraped.json,https://www.majesticproducts.com/fireplaces/gas/jade-series-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/259902fe8ee715a5/webimage-Jade-Series-Product-Video.png,high,Manufacturer product page/media asset candidate; verify image usage rights/permissions before reuse.,Mapped by SKU/model family to Majestic official product page; direct image is Hearth & Home/Bynder media asset from that page.
NPL-BHD4PN,Napoleon,BHD4PN,Napoleon BHD4 Ascent Multi-View Direct Vent Peninsula Gas Fireplace with Gas Logs,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-bhd4pn.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-bhd4-ascent-multi-view-direct-vent-peninsula-gas-fireplace-with-gas-logs-67.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
NPL-BLP46NTE,Napoleon,BLP46NTE,Napoleon 46 Inch Ascent Premium Direct Vent Linear Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-blp46nte.html,https://www.efireplacestore.com/images/Icon_Image/linear-fireplaces-77.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
MAJ-ECHEL48STIN,Majestic,ECHEL48STIN,Majestic Echelon II 48 Inch Direct Vent See-Through Fireplace with IntelliFire Plus Ignition,gas-fireplaces-scraped.json,https://www.majesticproducts.com/fireplaces/gas/echelon-ii-see-through-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/b22843d8661976c/webimage-Echelon-II-Product-Video.png,high,Manufacturer product page/media asset candidate; verify image usage rights/permissions before reuse.,Mapped by SKU/model family to Majestic official product page; direct image is Hearth & Home/Bynder media asset from that page.
MAJ-MER42N,Majestic,MER42N,Majestic 42 Inch Meridian Gas Direct Vent Fireplace,gas-fireplaces-scraped.json,https://www.majesticproducts.com/fireplaces/gas/meridian-series,https://hearthnhome.getbynder.com/m/543ab1c3c430563d/webimage-MAJ-Meridian-Product-Video.jpg,high,Manufacturer product page/media asset candidate; verify image usage rights/permissions before reuse.,Mapped by SKU/model family to Majestic official product page; direct image is Hearth & Home/Bynder media asset from that page.
NPL-GSS48E,Napoleon,GSS48E,Napoleon Single-Sided 48 Inch Galaxy Outdoor Gas Linear Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/npl-gss48e.html,https://www.efireplacestore.com/images/Icon_Image/napoleon-single-sided-galaxy-outdoor-gas-fireplace-38.gif,high,Authorized dealer product page candidate; verify resale image-license/permissions before reuse. Prefer manufacturer page if direct media license is required.,Direct image parsed from product page og:image/JSON-LD.
