sku,brand,model_guess,product_name,category_file,manufacturer_or_authorized_source_url,image_url_if_direct,confidence,usage_notes,notes
DIM-RBF42,Dimplex,RBF42,Dimplex 42 Inch Revillusion Portrait Electric Fireplace Firebox with Front Glass and Plug,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-rbf42.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-36-revillusion-landscape-electric-firebox-package-85.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
REM-WM-SLIM-65,Remii,WM-SLIM-65,Remii 65 Inch WM Slim Smart Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/rem-wm-slim-65.html,https://www.efireplacestore.com/images/Icon_Image/102765xs-amber-yellow_mg_0157-scaled-1723489716_7062.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
SPF-SF-INC36,Simplifire,SF-INC36,Simplifire 36 Inch Inception Smart Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/spf-sf-inc36.html,https://www.efireplacestore.com/images/Icon_Image/fireplace_main-1716907484_6456.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-SYM-60-LUMINA,Amantii,SYM-60-LUMINA,Amantii 60 Inch Symmetry Lumina Wall-Mounted and Built-In Linear Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-sym-60-lumina.html,https://www.efireplacestore.com/images/Icon_Image/sym-50-lumina-1761154012_9347.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-RS-3626,Modern Flames,RS-3626,Modern Flames 36 Inch Redstone Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-rs-3626.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-42-inch-redstone-electric-linear-fireplace-8.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DPX-BF39STP,Dimplex,BF39STP,Dimplex 39 Inch Standard Built-In Electric Fireplace Firebox,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dpx-bf39stp.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-bf39stp-direct-wire-39-electric-purifire-air-treatment-insert-69.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-BI-40-XTRASLIM,Amantii,BI-40-XTRASLIM,Amantii 40 Inch Panorama Extra Slim Built-In Smart Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-bi-40-xtraslim.html,https://www.efireplacestore.com/images/Icon_Image/amantii-40-inch-panorama-extra-slim-built-in-electric-fireplace-with-black-surround-90.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
SPF-SF-ALLP60-BK,Simplifire,SF-ALLP60-BK,Simplifire 60 Inch Allusion Platinum Recessed Linear Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/spf-sf-allp60-bk.html,https://www.efireplacestore.com/images/Icon_Image/simplifire-60-inch-allusion-platinum-recessed-linear-electric-fireplace-34.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-X-PLF4214-XS,Dimplex,X-PLF4214-XS,Dimplex 42 Inch Multi-Fire Slim Built-In or Wall Mounted Linear Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-x-plf4214-xs.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-42-inch-multi-fire-slim-built-in-or-wall-mounted-linear-electric-fireplace-1.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
SPF-SF-ALLS40,Simplifire,SF-ALLS40,Simplifire 40 Inch Allusion Slim Built-In or Wall Mount Linear Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/spf-sf-alls40.html,https://www.efireplacestore.com/images/Icon_Image/slim_40-1738249195_4077.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-SYM-88-LUMINA,Amantii,SYM-88-LUMINA,Amantii 88 Inch Symmetry Lumina Wall-Mounted or Built-In Linear Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-sym-88-lumina.html,https://www.efireplacestore.com/images/Icon_Image/sym-50-lumina-1761154012_9347.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
REM-WM-34,Remii,WM-34,Remii 33 Inch WM Smart Indoor/Outdoor Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/rem-wm-34.html,https://www.efireplacestore.com/images/Icon_Image/sym34-birch-yellow-flame_1036-1200-1723231656_4296.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-CDFI500-X2,Dimplex,CDFI500-X2,Dimplex Opti-Myst Pro 500 Water Vapor Fireplace Cassette - Set of 2,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-cdfi500-x2.html,https://www.efireplacestore.com/images/Icon_Image/cdfi500_main-1762284644_5252.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-XLF74,Dimplex,XLF74,Dimplex 74 Inch IgniteXL Linear Electric Wall Mounted Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-xlf74.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-74-inch-ignitexl-linear-electric-wall-mounted-fireplace-2.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-XLF50,Dimplex,XLF50,Dimplex 50 Inch IgniteXL Linear Electric Wall Mounted Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-xlf50.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-100-ignitexl-linear-electric-fireplace-62.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-SPS-60B,Modern Flames,SPS-60B,Modern Flames 60 Inch Spectrum Slimline Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-sps-60b.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-100-spectrum-slimline-electric-fireplace-41.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
REM-102735-XS,Remii,102735-XS,Remii 35 Inch Extra Slim Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/rem-102735-xs.html,https://www.efireplacestore.com/images/Icon_Image/remii-extra-slim-35-electric-fireplace-62.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-WM-FML-48-5523-STL,Amantii,WM-FML-48-5523-STL,Amantii 48 Inch Wall or Flush Mount Smart Electric Fireplace with Steel Surround,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-wm-fml-48-5523-stl.html,https://www.efireplacestore.com/images/Icon_Image/amantii-48-inch-fire-ice-electric-fireplace-with-black-steel-surround-and-log-set-56.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-BI-50-SLIM-OD,Amantii,BI-50-SLIM-OD,Amantii 50 Inch Panorama Slim Built-In Smart Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-bi-50-slim-od.html,https://www.efireplacestore.com/images/Icon_Image/bi-50-slim-od_main-1761148380_0369.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-SYM-SLIM-50,Amantii,SYM-SLIM-50,Amantii 50 Inch Symmetry Extra Slim Smart Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-sym-slim-50.html,https://www.efireplacestore.com/images/Icon_Image/amantii-50-inch-symmetry-xtra-slim-electric-fireplace-50.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
REM-WM-SLIM-55,Remii,WM-SLIM-55,Remii 55 Inch WM Slim Smart Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/rem-wm-slim-55.html,https://www.efireplacestore.com/images/Icon_Image/102765xs-amber-yellow_mg_0157-scaled-1723489716_7062.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-XHD28G,Dimplex,XHD28G,Dimplex 28 Inch Multi-Fire XHD Electric Fireplace Firebox with Acrylic Media,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-xhd28g.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-28-inch-multi-fire-xhd-linear-firebox-with-acrylic-media-31.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
REM-102755-XS,Remii,102755-XS,Remii 55 Inch Extra Slim Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/rem-102755-xs.html,https://www.efireplacestore.com/images/Icon_Image/remii-extra-slim-55-electric-fireplace-47.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-LPS-4414,Modern Flames,LPS-4414,Modern Flames 44 Inch Landscape Pro Slim Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-lps-4414.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-68-inch-landscape-pro-slim-built-in-electric-linear-fireplace-6.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-TRD-48,Amantii,TRD-48,Amantii 48 Inch Traditional Built-In Smart Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-trd-48.html,https://www.efireplacestore.com/images/Icon_Image/amantii-48-traditional-series-electric-fireplace-78.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-X-XLF10017-XD,Dimplex,X-XLF10017-XD,Dimplex 100 Inch IgniteXL Bold Built-in Bay Front Linear Electric Fireplace with Corner Options,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-x-xlf10017-xd.html,https://www.efireplacestore.com/images/Icon_Image/100_1-1724432721_503.png,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-XHD26G,Dimplex,XHD26G,Dimplex 26 Inch Multi-Fire XHD Electric Fireplace Firebox with Acrylic Media,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-xhd26g.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-26-inch-multi-fire-xhd-linear-firebox-with-acrylic-media-31.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-CE33,Amantii,CE33,Amantii 35 Inch Fire and Ice Classic Edition Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-ce33.html,https://www.efireplacestore.com/images/Icon_Image/ce_main-1734018254_8939.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
SPF-SF-OD55,Simplifire,SF-OD55,Simplifire 55 Inch Forum Outdoor Linear Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/spf-sf-od55.html,https://www.efireplacestore.com/images/Icon_Image/simplifire-43-inch-forum-outdoor-linear-electric-fireplace-1.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-SYM-100,Amantii,SYM-100,Amantii 100 Inch Symmetry Smart Electric Wall Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-sym-100.html,https://www.efireplacestore.com/images/Icon_Image/amantii-symmetry-series-100-electric-glass-fireplace-78.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-XLF60,Dimplex,XLF60,Dimplex 60 Inch IgniteXL Linear Electric Wall Mounted Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-xlf60.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-60-ignitexl-linear-electric-fireplace-60.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-RBF24DLX,Dimplex,RBF24DLX,Dimplex 24 Inch Revillusion Electric Fireplace Firebox Package,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-rbf24dlx.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-24-inch-revillusion-electric-firebox-package-20.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-XHD23L,Dimplex,XHD23L,Dimplex 23 Inch Multi-Fire XHD Electric Fireplace Firebox with Log Set,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-xhd23l.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-23-inch-multi-fire-xhd-linear-firebox-with-log-set-31.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
REM-102745-XS,Remii,102745-XS,Remii 45 Inch Extra Slim Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/rem-102745-xs.html,https://www.efireplacestore.com/images/Icon_Image/remii-extra-slim-45-electric-fireplace-65.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-SPS-50B,Modern Flames,SPS-50B,Modern Flames 50 Inch Spectrum Slimline Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-sps-50b.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-100-spectrum-slimline-electric-fireplace-41.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-XLF100,Dimplex,XLF100,Dimplex 100 Inch IgniteXL Linear Electric Wall Mounted Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-xlf100.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-100-ignitexl-linear-electric-fireplace-62.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-500002573,Dimplex,500002573,Dimplex 50 Inch Ignite Evolve Built-In Linear Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-500002573.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-100-inch-ignite-evolve-built-in-linear-electric-fireplace-1.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-BI-60-XTRASLIM,Amantii,BI-60-XTRASLIM,Amantii 60 Inch Panorama Extra Slim Built-In Smart Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-bi-60-xtraslim.html,https://www.efireplacestore.com/images/Icon_Image/bi-60-xtraslim-1761148926_7887.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-RS-3021,Modern Flames,RS-3021,Modern Flames 30 Inch Redstone Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-rs-3021.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-42-inch-redstone-electric-linear-fireplace-8.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-LPS-5614,Modern Flames,LPS-5614,Modern Flames 56 Inch Landscape Pro Slim Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-lps-5614.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-68-inch-landscape-pro-slim-built-in-electric-linear-fireplace-6.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
SPF-SF-ALLP72-BK,Simplifire,SF-ALLP72-BK,Simplifire 72 Inch Allusion Platinum Recessed Linear Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/spf-sf-allp72-bk.html,https://www.efireplacestore.com/images/Icon_Image/simplifire-50-inch-allusion-platinum-recessed-linear-electric-fireplace-37.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
SPF-SF-FORMAT36,Simplifire,SF-FORMAT36,Simplifire 36 Inch Wall Mounted Electric Fireplace with Format Floating Mantel,electric-fireplaces-scraped.json,https://www.efireplacestore.com/spf-sf-format36.html,https://www.efireplacestore.com/images/Icon_Image/simplifire-36-inch-format-floating-mantel-wall-mount-57.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-WM-FML-72-7823-STL,Amantii,WM-FML-72-7823-STL,Amantii 72 Inch Wall or Flush Mount Smart Electric Fireplace with Steel Surround,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-wm-fml-72-7823-stl.html,https://www.efireplacestore.com/images/Icon_Image/amantii-72-inch-fire-ice-electric-fireplace-with-black-steel-surround-and-log-set-55.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-SYM-50-BESPOKE,Amantii,SYM-50-BESPOKE,Amantii 50 Inch Symmetry Bespoke Smart Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-sym-50-bespoke.html,https://www.efireplacestore.com/images/Icon_Image/amantii-50-inch-bespoke-symmetry-electric-fireplace-51.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
SPF-SF-SCT55-BK,Simplifire,SF-SCT55-BK,Simplifire 55 Inch Scion Trinity 3-Sided Linear Electric Wall Mounted Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/spf-sf-sct55-bk.html,https://www.efireplacestore.com/images/Icon_Image/simplifire-43-inch-scion-trinity-3-sided-linear-electric-fireplace-38.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
REM-102755-DE,Remii,102755-DE,Remii 55 Inch Deep Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/rem-102755-de.html,https://www.efireplacestore.com/images/Icon_Image/remii-deep-55-electric-fireplace-51.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-TRD-30,Amantii,TRD-30,Amantii 30 Inch Traditional Built-In Smart Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-trd-30.html,https://www.efireplacestore.com/images/Icon_Image/amantii-26-traditional-series-electric-fireplace-109.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-SPS-100B,Modern Flames,SPS-100B,Modern Flames 100 Inch Spectrum Slimline Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-sps-100b.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-100-spectrum-slimline-electric-fireplace-41.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
