sku,brand,model_guess,product_name,category_file,manufacturer_or_authorized_source_url,image_url_if_direct,confidence,usage_notes,notes
CUI-VFD36FB0L,Empire,VFD36FB0L,Empire 36 Inch Breckenridge Deluxe Louvered Vent Free Fireplace Firebox,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-vfd36fb0l.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVD36FP70N,Empire,DVD36FP70N,Empire DVD36FP70N Tahoe Deluxe Direct Vent Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvd36fp70n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVP36SP32EN,Empire,DVP36SP32EN,Empire 36 Inch Tahoe Premium Direct Vent See Through Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvp36sp32en.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-DVD42FP71N,Empire,DVD42FP71N,Empire 42 Inch Deluxe Tahoe Direct Vent Fireplace with Blower - Intermittent Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-dvd42fp71n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-VFD32FB0L,Empire,VFD32FB0L,Empire 32 Inch Breckenridge Deluxe Vent Free Louvered Gas Fireplace Firebox,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-vfd32fb0l.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFSL30FP70N,Empire,VFSL30FP70N,Empire 30 Inch Boulevard Slim Line Vent Free Linear Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vfsl30fp70n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-VFD32FB0F,Empire,VFD32FB0F,Empire 32 Inch Breckenridge Deluxe Flush Face Vent Free Fireplace Firebox,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-vfd32fb0f.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFLB48FP90N,Empire,VFLB48FP90N,Empire 48 Inch Boulevard Linear Vent Free Gas Fireplace - Intermittent Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vflb48fp90n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVD42FP70N,Empire,DVD42FP70N,Empire DVD42FP70N Tahoe Deluxe Direct Vent Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvd42fp70n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFLB48SP90N,Empire,VFLB48SP90N,Empire 48 Inch Boulevard Linear See-Through Vent Free Gas Fireplace - Intermittent Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vflb48sp90n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-BVD34FP30FN,Empire,BVD34FP30FN,Empire Keystone 34 Inch Natural Gas Flush Front Deluxe B-Vent Fireplace - Millivolt,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-bvd34fp30fn.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-DRL3555TEN,Superior,DRL3555TEN,Superior 55 Inch DRL3500 Series Contemporary Linear Direct Vent Natural Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-drl3555ten.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFPA32BP30LN,Empire,VFPA32BP30LN,Empire 32 Inch Vail Vent Free Gas Fireplace - Millivolt Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vfpa32bp30ln.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVD36FP31N,Empire,DVD36FP31N,Empire DVD36FP31N Tahoe Deluxe Direct Vent Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvd36fp31n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFPA32BP31LN,Empire,VFPA32BP31LN,Empire 32 Inch Vail Vent Free Gas Fireplace with Blower - Millivolt Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vfpa32bp31ln.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-DRL4060TEN-B,Superior,DRL4060TEN-B,Superior 60 Inch DRL4060 Direct Vent Linear Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-drl4060ten-b.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-DVP48FP71N,Empire,DVP48FP71N,Empire 48 Inch Premium Tahoe Direct Vent Fireplace with Blower - Intermittent Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-dvp48fp71n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-VFP24FP70L10N,Empire,VFP24FP70L10N,Empire 24 Inch Vail Vent Free Gas Fireplace - Intermittent Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-vfp24fp70l10n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFPA36BP70LN,Empire,VFPA36BP70LN,Empire 36 Inch Vail Vent Free Gas Fireplace - Intermittent Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vfpa36bp70ln.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-VFD26FP70L10N,Empire,VFD26FP70L10N,Empire 26 Inch Vail Vent Free Gas Fireplace - Intermittent Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-vfd26fp70l10n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVCD36FP30,Empire,DVCD36FP30,Empire Tahoe Deluxe Clean Face Direct Vent Gas Fireplace with Remote-Ready Millivolt Controls - 36 Inch,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvcd36fp30.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-VFD42FB0L,Empire,VFD42FB0L,Empire 42 Inch Breckenridge Deluxe Vent Free Louvered Gas Fireplace Firebox,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-vfd42fb0l.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-OP42FB2MF,Empire,OP42FB2MF,Empire 42 Inch Carol Rose Outdoor Premium Fireplace Firebox with Flush Front and Refractory Liner,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-op42fb2mf.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVD32FP70N,Empire,DVD32FP70N,Empire DVD32FP70N Tahoe Deluxe Direct Vent Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvd32fp70n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVP42FP30N,Empire,DVP42FP30N,Empire 42 Inch Tahoe Premium Direct Vent Fireplace - Millivolt,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvp42fp30n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFPC20IN73N,Empire,VFPC20IN73N,Empire 28 Inch Innsbrook Vent Free Gas Fireplace Insert/Fireplace - Intermittent Pilot (Modern),gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vfpc20in73n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-EMBC11SUH-VFD26FP70L10N,Empire,EMBC11SUH-VFD26FP70L10N,Empire Corner Cabinet Mantel with Base and 26 Inch Vail Vent Free Gas Fireplace- Intermittent Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-embc11suh-vfd26fp70l10n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFLB36FP90N,Empire,VFLB36FP90N,Empire 36 Inch Boulevard Linear Vent Free Gas Fireplace - Intermittent Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vflb36fp90n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFPA36BP30LN,Empire,VFPA36BP30LN,Empire 36 Inch Vail Vent Free Gas Fireplace - Millivolt Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vfpa36bp30ln.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFLB36FP30N,Empire,VFLB36FP30N,Empire 36 Inch Boulevard Linear Vent Free Gas Fireplace - Millivolt Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vflb36fp30n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFLB48FP30N,Empire,VFLB48FP30N,Empire 48 Inch Boulevard Linear Vent Free Gas Fireplace - Millivolt Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vflb48fp30n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFLB60FP90N,Empire,VFLB60FP90N,Empire 60 Inch Boulevard Linear Vent Free Gas Fireplace - Intermittent Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vflb60fp90n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-VFP36SP32EP,Empire,VFP36SP32EP,Empire 36 Inch Vail Premium Vent Free Propane Gas See-Through Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-vfp36sp32ep.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-OP36FB2MF,Empire,OP36FB2MF,Empire 36 Inch Carol Rose Outdoor Premium Fireplace Firebox with Flush Front and Refractory Liner,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-op36fb2mf.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVP36FP71N,Empire,DVP36FP71N,Empire 36 Inch Tahoe Premium Direct Vent Fireplace with Blower - Intermittent Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvp36fp71n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-OLL60FP12SN,Empire,OLL60FP12SN,Empire OLL60FP12SN Carol Rose Outdoor Stainless Steel Linear Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-oll60fp12sn.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFLC28IN32N,Empire,VFLC28IN32N,Empire 31 Inch Loft Vent Free Gas Fireplace Insert/Fireplace - Millivolt Pilot (Modern),gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vflc28in32n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFSL30FP7010N,Empire,VFSL30FP7010N,Empire 30 Inch Boulevard Slim Line Vent Free Linear Gas Fireplace - 10 - 000 BTUs,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vfsl30fp7010n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFPA36BP71LN,Empire,VFPA36BP71LN,Empire 36 Inch Vail Vent Free Gas Fireplace with Blower - Intermittent Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vfpa36bp71ln.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-VFP24FP30LP,Empire,VFP24FP30LP,Empire 24 Inch Vail Vent Free Propane Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-vf24fp3p.html,,medium-high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-VRT2536WS,Superior,VRT2536WS,Superior 36 Inch VRT2500 Series Vent Free Gas Fireplace Firebox,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-vrt2536ws.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFLB72FP90N,Empire,VFLB72FP90N,Empire 72 Inch Boulevard Linear Vent Free Gas Fireplace - Intermittent Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vflb72fp90n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-VRT2542WS,Superior,VRT2542WS,Superior 42 Inch VRT2500 Series Vent Free Gas Fireplace Firebox,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-vrt2542ws.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVP36FP30N,Empire,DVP36FP30N,Empire 36 Inch Tahoe Premium Direct Vent Fireplace - Millivolt,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvp36fp30n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-BVD34FP70LN,Empire,BVD34FP70LN,Empire 34 Inch Keystone Deluxe B-Vent Louvered Natural Gas Fireplace - Intermittent Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-bvd34fp70ln.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-DRT2035DEN-E,Superior,DRT2035DEN-E,Superior 35 Inch DRT2000 Direct Vent Gas Fireplace - Electronic Ignition,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-drt2035den-e.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVCD42FP30,Empire,DVCD42FP30,Empire Tahoe Deluxe Clean Face Direct Vent Gas Fireplace with Remote-Ready Millivolt Controls - 42 Inch,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvcd42fp30.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
