sku,brand,category_file,product_name,source_page,source_image_url,local_url,bytes,sha1
DIM-XHD28L,Dimplex,electric-fireplaces-scraped.json,Dimplex 28 Inch Multi-Fire XHD Electric Fireplace Firebox,https://www.efireplacestore.com/dim-xhd28l.html,https://www.efireplacestore.com/images/dimplex-28-inch-multi-fire-xhd-electric-firebox-27_192962.webp,/products-upgraded/electric-fireplaces/dim-xhd28l.webp,30846,4d746df7873ac3aa01e8a6267d84bb7a3f8bc5cf
DPX-BF33DXP,Dimplex,electric-fireplaces-scraped.json,Dimplex 33 Inch Deluxe Built-In Electric Fireplace Firebox,https://www.efireplacestore.com/dpx-bf33dxp.html,https://www.efireplacestore.com/images/dimplex-bf33dxp-direct-wire-33-electric-purifire-air-treatment-insert-71_193008.webp,/products-upgraded/electric-fireplaces/dpx-bf33dxp.webp,96680,b590d99d77309fc204e2ebf8abd9af2781781475
DIM-XHD23G,Dimplex,electric-fireplaces-scraped.json,Dimplex 23 Inch Multi-Fire XHD Electric Fireplace Firebox with Acrylic Media,https://www.efireplacestore.com/dim-xhd23g.html,https://www.efireplacestore.com/images/dimplex-23-inch-multi-fire-xhd-linear-firebox-with-acrylic-media-31_192953.webp,/products-upgraded/electric-fireplaces/dim-xhd23g.webp,26574,5dae3d88d8835e7f75f6fa86cdace5fc77239eea
DIM-RBF36P,Dimplex,electric-fireplaces-scraped.json,Dimplex 36 Inch Revillusion Portrait Electric Fireplace Firebox with Front Glass and Plug,https://www.efireplacestore.com/dim-rbf36p.html,https://www.efireplacestore.com/images/dimplex-36-revillusion-portrait-electric-firebox-package-97_192981.webp,/products-upgraded/electric-fireplaces/dim-rbf36p.webp,43208,5778e27a43692e4cb91869b82389768810638856
DIM-RBF42,Dimplex,electric-fireplaces-scraped.json,Dimplex 42 Inch Revillusion Portrait Electric Fireplace Firebox with Front Glass and Plug,https://www.efireplacestore.com/dim-rbf42.html,https://www.efireplacestore.com/images/dimplex-36-revillusion-landscape-electric-firebox-package-85_192978.webp,/products-upgraded/electric-fireplaces/dim-rbf42.webp,86494,c788f34648a74d378a8c40e3d98281630c448684
REM-WM-SLIM-65,Remii,electric-fireplaces-scraped.json,Remii 65 Inch WM Slim Smart Electric Fireplace,https://www.efireplacestore.com/rem-wm-slim-65.html,https://www.efireplacestore.com/images/102765xs-amber-yellow_mg_0157-scaled-1723489716_7062_591866.webp,/products-upgraded/electric-fireplaces/rem-wm-slim-65.webp,15370,83aa56563aeea6cca9c92c81e407222c7abae516
SPF-SF-INC36,Simplifire,electric-fireplaces-scraped.json,Simplifire 36 Inch Inception Smart Electric Fireplace,https://www.efireplacestore.com/spf-sf-inc36.html,https://www.efireplacestore.com/images/fireplace_main-1716907484_6456_584441.webp,/products-upgraded/electric-fireplaces/spf-sf-inc36.webp,38378,dadfdd5e32dc9fc394072d8b8613c7bf0a652c85
AMA-SYM-60-LUMINA,Amantii,electric-fireplaces-scraped.json,Amantii 60 Inch Symmetry Lumina Wall-Mounted and Built-In Linear Electric Fireplace,https://www.efireplacestore.com/ama-sym-60-lumina.html,https://www.efireplacestore.com/images/sym-50-lumina-1761154012_9347_656355.webp,/products-upgraded/electric-fireplaces/ama-sym-60-lumina.webp,37330,831b776403da08c7a463b136aee3975e3114faba
SPF-SF-ALLS40,Simplifire,electric-fireplaces-scraped.json,Simplifire 40 Inch Allusion Slim Built-In or Wall Mount Linear Electric Fireplace,https://www.efireplacestore.com/spf-sf-alls40.html,https://www.efireplacestore.com/images/slim_40-1738249195_4077_607073.webp,/products-upgraded/electric-fireplaces/spf-sf-alls40.webp,71092,c046cf7ab1f3fd966c69d08e3465c606350c5e6f
AMA-BI-40-XTRASLIM,Amantii,electric-fireplaces-scraped.json,Amantii 40 Inch Panorama Extra Slim Built-In Smart Electric Linear Fireplace,https://www.efireplacestore.com/ama-bi-40-xtraslim.html,https://www.efireplacestore.com/images/amantii-40-inch-panorama-extra-slim-built-in-electric-fireplace-with-black-surround-90_152529.webp,/products-upgraded/electric-fireplaces/ama-bi-40-xtraslim.webp,13982,5dacff55e473606c734c609a18b8878a4d87da04
SPF-SF-ALLP60-BK,Simplifire,electric-fireplaces-scraped.json,Simplifire 60 Inch Allusion Platinum Recessed Linear Electric Fireplace,https://www.efireplacestore.com/spf-sf-allp60-bk.html,https://www.efireplacestore.com/images/simplifire-50-inch-allusion-platinum-recessed-linear-electric-fireplace-37_398987.webp,/products-upgraded/electric-fireplaces/spf-sf-allp60-bk.webp,67948,4b08bbd83787504fb307591a8ca0b44a95308261
MDF-RS-3626,Modern Flames,electric-fireplaces-scraped.json,Modern Flames 36 Inch Redstone Electric Fireplace,https://www.efireplacestore.com/mdf-rs-3626.html,https://www.efireplacestore.com/images/modern-flames-42-inch-redstone-electric-linear-fireplace-8_399156.webp,/products-upgraded/electric-fireplaces/mdf-rs-3626.webp,58454,9e91a38326b1872826859d3613a1f17f90e34a07
DPX-BF39STP,Dimplex,electric-fireplaces-scraped.json,Dimplex 39 Inch Standard Built-In Electric Fireplace Firebox,https://www.efireplacestore.com/dpx-bf39stp.html,https://www.efireplacestore.com/images/dimplex-bf39stp-direct-wire-39-electric-purifire-air-treatment-insert-69_193010.webp,/products-upgraded/electric-fireplaces/dpx-bf39stp.webp,114592,da59110757b90ed91ffd018475161caa18fa381e
DIM-X-PLF4214-XS,Dimplex,electric-fireplaces-scraped.json,Dimplex 42 Inch Multi-Fire Slim Built-In or Wall Mounted Linear Electric Fireplace,https://www.efireplacestore.com/dim-x-plf4214-xs.html,https://www.efireplacestore.com/images/dimplex-42-inch-multi-fire-slim-built-in-or-wall-mounted-linear-electric-fireplace-1_438595.webp,/products-upgraded/electric-fireplaces/dim-x-plf4214-xs.webp,7978,492bb14c17beea07dc095614f12e5e44d7ce7251
AMA-SYM-88-LUMINA,Amantii,electric-fireplaces-scraped.json,Amantii 88 Inch Symmetry Lumina Wall-Mounted or Built-In Linear Electric Fireplace,https://www.efireplacestore.com/ama-sym-88-lumina.html,https://www.efireplacestore.com/images/sym-50-lumina-1761154012_9347_656355.webp,/products-upgraded/electric-fireplaces/ama-sym-88-lumina.webp,37330,831b776403da08c7a463b136aee3975e3114faba
REM-WM-34,Remii,electric-fireplaces-scraped.json,Remii 33 Inch WM Smart Indoor/Outdoor Electric Fireplace,https://www.efireplacestore.com/rem-wm-34.html,https://www.efireplacestore.com/images/sym34-birch-yellow-flame_1036-1200-1723231656_4296_591869.webp,/products-upgraded/electric-fireplaces/rem-wm-34.webp,36540,83da12e369fb84c20ea8a53a03f107b41a96f077
DIM-CDFI500-X2,Dimplex,electric-fireplaces-scraped.json,Dimplex Opti-Myst Pro 500 Water Vapor Fireplace Cassette - Set of 2,https://www.efireplacestore.com/dim-cdfi500-x2.html,https://www.efireplacestore.com/images/cdfi500_main-1762284644_5252_660862.webp,/products-upgraded/electric-fireplaces/dim-cdfi500-x2.webp,31514,8b90773b0a0f70e60914ab3b5c246dbb232ff4b6
MDF-SPS-60B,Modern Flames,electric-fireplaces-scraped.json,Modern Flames 60 Inch Spectrum Slimline Electric Linear Fireplace,https://www.efireplacestore.com/mdf-sps-60b.html,https://www.efireplacestore.com/images/modern-flames-60-inch-spectrum-slimline-electric-wall-mounted-fireplace-19_306544.webp,/products-upgraded/electric-fireplaces/mdf-sps-60b.webp,46276,d0f6ca00f3aaeee43662a3168266a6cf843567fa
DIM-XLF74,Dimplex,electric-fireplaces-scraped.json,Dimplex 74 Inch IgniteXL Linear Electric Wall Mounted Fireplace,https://www.efireplacestore.com/dim-xlf74.html,https://www.efireplacestore.com/images/dimplex-74-inch-ignitexl-linear-electric-wall-mounted-fireplace-2_399007.webp,/products-upgraded/electric-fireplaces/dim-xlf74.webp,29622,b3f00a88da8191a06337f59473ee134af1d4aef0
AMA-WM-FML-48-5523-STL,Amantii,electric-fireplaces-scraped.json,Amantii 48 Inch Wall or Flush Mount Smart Electric Fireplace with Steel Surround,https://www.efireplacestore.com/ama-wm-fml-48-5523-stl.html,https://www.efireplacestore.com/images/amantii-48-inch-fire-ice-electric-fireplace-with-black-steel-surround-and-log-set-56_189888.webp,/products-upgraded/electric-fireplaces/ama-wm-fml-48-5523-stl.webp,16540,00f31377e8593823cc8ac3928e511ab41b346a5b
DIM-XLF50,Dimplex,electric-fireplaces-scraped.json,Dimplex 50 Inch IgniteXL Linear Electric Wall Mounted Fireplace,https://www.efireplacestore.com/dim-xlf50.html,https://www.efireplacestore.com/images/dimplex-100-ignitexl-linear-electric-fireplace-62_192947.webp,/products-upgraded/electric-fireplaces/dim-xlf50.webp,29404,14222a29d43705f38ead95c44b2e21b1ae8ef1b7
AMA-BI-50-SLIM-OD,Amantii,electric-fireplaces-scraped.json,Amantii 50 Inch Panorama Slim Built-In Smart Electric Linear Fireplace,https://www.efireplacestore.com/ama-bi-50-slim-od.html,https://www.efireplacestore.com/images/bi-50-slim-od_main-1761148380_0369_656330.webp,/products-upgraded/electric-fireplaces/ama-bi-50-slim-od.webp,21578,1a238046ea67d1fc2c1bda764adb8bb3da981e63
REM-102735-XS,Remii,electric-fireplaces-scraped.json,Remii 35 Inch Extra Slim Electric Linear Fireplace,https://www.efireplacestore.com/rem-102735-xs.html,https://www.efireplacestore.com/images/remii-extra-slim-35-electric-fireplace-62_213613.webp,/products-upgraded/electric-fireplaces/rem-102735-xs.webp,38162,0252cb64c1365df1adc3461fccced797ce1d6867
REM-WM-SLIM-55,Remii,electric-fireplaces-scraped.json,Remii 55 Inch WM Slim Smart Electric Fireplace,https://www.efireplacestore.com/rem-wm-slim-55.html,https://www.efireplacestore.com/images/102765xs-amber-yellow_mg_0157-scaled-1723489716_7062_591866.webp,/products-upgraded/electric-fireplaces/rem-wm-slim-55.webp,15370,83aa56563aeea6cca9c92c81e407222c7abae516
AMA-SYM-SLIM-50,Amantii,electric-fireplaces-scraped.json,Amantii 50 Inch Symmetry Extra Slim Smart Electric Linear Fireplace,https://www.efireplacestore.com/ama-sym-slim-50.html,https://www.efireplacestore.com/images/amantii-50-inch-symmetry-xtra-slim-electric-fireplace-50_189904.webp,/products-upgraded/electric-fireplaces/ama-sym-slim-50.webp,20152,564dc6103e77f83d2d533b546379a71543f15882
MDF-LPS-4414,Modern Flames,electric-fireplaces-scraped.json,Modern Flames 44 Inch Landscape Pro Slim Electric Linear Fireplace,https://www.efireplacestore.com/mdf-lps-4414.html,https://www.efireplacestore.com/images/modern-flames-68-inch-landscape-pro-slim-built-in-electric-linear-fireplace-6_399159.webp,/products-upgraded/electric-fireplaces/mdf-lps-4414.webp,11564,62f627658ec058c8d3573eca99da8507006e1b4c
DIM-XHD28G,Dimplex,electric-fireplaces-scraped.json,Dimplex 28 Inch Multi-Fire XHD Electric Fireplace Firebox with Acrylic Media,https://www.efireplacestore.com/dim-xhd28g.html,https://www.efireplacestore.com/images/dimplex-28-inch-multi-fire-xhd-linear-firebox-with-acrylic-media-31_192963.webp,/products-upgraded/electric-fireplaces/dim-xhd28g.webp,29034,6a2781df65b3685447019ea8ec72480de47527e4
REM-102755-XS,Remii,electric-fireplaces-scraped.json,Remii 55 Inch Extra Slim Electric Linear Fireplace,https://www.efireplacestore.com/rem-102755-xs.html,https://www.efireplacestore.com/images/remii-55-inch-extra-slim-electric-linear-fireplace-17_307356.webp,/products-upgraded/electric-fireplaces/rem-102755-xs.webp,181012,62b9c83706bc7b9b893985b0299c9796b0be73f9
DIM-X-XLF10017-XD,Dimplex,electric-fireplaces-scraped.json,Dimplex 100 Inch IgniteXL Bold Built-in Bay Front Linear Electric Fireplace with Corner Options,https://www.efireplacestore.com/dim-x-xlf10017-xd.html,https://www.efireplacestore.com/images/100_1-1724432721_503_592654.webp,/products-upgraded/electric-fireplaces/dim-x-xlf10017-xd.webp,6806,a610c524fb994b55a8c3eac5fb58f1da7cfe71b7
DIM-XHD26G,Dimplex,electric-fireplaces-scraped.json,Dimplex 26 Inch Multi-Fire XHD Electric Fireplace Firebox with Acrylic Media,https://www.efireplacestore.com/dim-xhd26g.html,https://www.efireplacestore.com/images/dimplex-26-inch-multi-fire-xhd-linear-firebox-with-acrylic-media-31_192959.webp,/products-upgraded/electric-fireplaces/dim-xhd26g.webp,26282,11390eca05e115343ac30f13d9fa0b7cdb821853
SPF-SF-OD55,Simplifire,electric-fireplaces-scraped.json,Simplifire 55 Inch Forum Outdoor Linear Electric Fireplace,https://www.efireplacestore.com/spf-sf-od55.html,https://www.efireplacestore.com/images/simplifire-43-inch-forum-outdoor-linear-electric-fireplace-1_436630.webp,/products-upgraded/electric-fireplaces/spf-sf-od55.webp,9114,e717ea26a543752c2385ab0f6579bffb12369906
AMA-TRD-48,Amantii,electric-fireplaces-scraped.json,Amantii 48 Inch Traditional Built-In Smart Electric Fireplace,https://www.efireplacestore.com/ama-trd-48.html,https://www.efireplacestore.com/images/amantii-48-traditional-series-electric-fireplace-78_189889.webp,/products-upgraded/electric-fireplaces/ama-trd-48.webp,41748,345df0c01333dd2357fea269b208ac04ab70843f
AMA-CE33,Amantii,electric-fireplaces-scraped.json,Amantii 35 Inch Fire and Ice Classic Edition Electric Fireplace,https://www.efireplacestore.com/ama-ce33.html,https://www.efireplacestore.com/images/ce_main-1734018254_8939_602550.webp,/products-upgraded/electric-fireplaces/ama-ce33.webp,57760,ec74849f325c51cf8114259f95bfa3f27339a666
AMA-SYM-100,Amantii,electric-fireplaces-scraped.json,Amantii 100 Inch Symmetry Smart Electric Wall Fireplace,https://www.efireplacestore.com/ama-sym-100.html,https://www.efireplacestore.com/images/amantii-symmetry-series-100-electric-glass-fireplace-78_178668.webp,/products-upgraded/electric-fireplaces/ama-sym-100.webp,18870,b995deb588f9f84cea50ce4d18f3dd689efbd532
DIM-XLF100,Dimplex,electric-fireplaces-scraped.json,Dimplex 100 Inch IgniteXL Linear Electric Wall Mounted Fireplace,https://www.efireplacestore.com/dim-xlf100.html,https://www.efireplacestore.com/images/dimplex-100-ignitexl-linear-electric-fireplace-62_192947.webp,/products-upgraded/electric-fireplaces/dim-xlf100.webp,29404,14222a29d43705f38ead95c44b2e21b1ae8ef1b7
MDF-SPS-50B,Modern Flames,electric-fireplaces-scraped.json,Modern Flames 50 Inch Spectrum Slimline Electric Linear Fireplace,https://www.efireplacestore.com/mdf-sps-50b.html,https://www.efireplacestore.com/images/modern-flames-100-spectrum-slimline-electric-fireplace-41_204336.webp,/products-upgraded/electric-fireplaces/mdf-sps-50b.webp,16156,30324067d480f2e1a19288c4a1650da3947f005e
DIM-XHD23L,Dimplex,electric-fireplaces-scraped.json,Dimplex 23 Inch Multi-Fire XHD Electric Fireplace Firebox with Log Set,https://www.efireplacestore.com/dim-xhd23l.html,https://www.efireplacestore.com/images/dimplex-23-inch-multi-fire-xhd-linear-firebox-with-log-set-31_192954.webp,/products-upgraded/electric-fireplaces/dim-xhd23l.webp,36288,757e26079568c47745527bb29d181c86da652802
REM-102745-XS,Remii,electric-fireplaces-scraped.json,Remii 45 Inch Extra Slim Electric Linear Fireplace,https://www.efireplacestore.com/rem-102745-xs.html,https://www.efireplacestore.com/images/remii-extra-slim-45-electric-fireplace-65_213614.webp,/products-upgraded/electric-fireplaces/rem-102745-xs.webp,34710,79b40bf85ba8eb26db7319a001a950e8e5cabd1c
DIM-500002573,Dimplex,electric-fireplaces-scraped.json,Dimplex 50 Inch Ignite Evolve Built-In Linear Electric Fireplace,https://www.efireplacestore.com/dim-500002573.html,https://www.efireplacestore.com/images/dimplex-100-inch-ignite-evolve-built-in-linear-electric-fireplace-1_437671.webp,/products-upgraded/electric-fireplaces/dim-500002573.webp,10272,a12438c412709fe23bf2545483b6f9e7444cb427
DIM-XLF60,Dimplex,electric-fireplaces-scraped.json,Dimplex 60 Inch IgniteXL Linear Electric Wall Mounted Fireplace,https://www.efireplacestore.com/dim-xlf60.html,https://www.efireplacestore.com/images/dimplex-60-ignitexl-linear-electric-fireplace-60_193000.webp,/products-upgraded/electric-fireplaces/dim-xlf60.webp,26554,82a8d6ddc8cfcd438e480433e2496acee65f16a2
DIM-RBF24DLX,Dimplex,electric-fireplaces-scraped.json,Dimplex 24 Inch Revillusion Electric Fireplace Firebox Package,https://www.efireplacestore.com/dim-rbf24dlx.html,https://www.efireplacestore.com/images/dimplex-24-inch-revillusion-electric-firebox-package-20_399005.webp,/products-upgraded/electric-fireplaces/dim-rbf24dlx.webp,67888,2762fa0cbc33b4549563b04c52dc689de65d0ef0
MDF-RS-3021,Modern Flames,electric-fireplaces-scraped.json,Modern Flames 30 Inch Redstone Electric Fireplace,https://www.efireplacestore.com/mdf-rs-3021.html,https://www.efireplacestore.com/images/modern-flames-42-inch-redstone-electric-linear-fireplace-8_399156.webp,/products-upgraded/electric-fireplaces/mdf-rs-3021.webp,58454,9e91a38326b1872826859d3613a1f17f90e34a07
MDF-LPS-5614,Modern Flames,electric-fireplaces-scraped.json,Modern Flames 56 Inch Landscape Pro Slim Electric Linear Fireplace,https://www.efireplacestore.com/mdf-lps-5614.html,https://www.efireplacestore.com/images/modern-flames-68-inch-landscape-pro-slim-built-in-electric-linear-fireplace-6_399159.webp,/products-upgraded/electric-fireplaces/mdf-lps-5614.webp,11564,62f627658ec058c8d3573eca99da8507006e1b4c
AMA-BI-60-XTRASLIM,Amantii,electric-fireplaces-scraped.json,Amantii 60 Inch Panorama Extra Slim Built-In Smart Electric Linear Fireplace,https://www.efireplacestore.com/ama-bi-60-xtraslim.html,https://www.efireplacestore.com/images/bi-60-xtraslim-1761148926_7887_656331.webp,/products-upgraded/electric-fireplaces/ama-bi-60-xtraslim.webp,20292,2a47d5e4a6cd7306c23d15418cecd37813e086c8
SPF-SF-ALLP72-BK,Simplifire,electric-fireplaces-scraped.json,Simplifire 72 Inch Allusion Platinum Recessed Linear Electric Fireplace,https://www.efireplacestore.com/spf-sf-allp72-bk.html,https://www.efireplacestore.com/images/simplifire-50-inch-allusion-platinum-recessed-linear-electric-fireplace-37_214778.webp,/products-upgraded/electric-fireplaces/spf-sf-allp72-bk.webp,67948,4b08bbd83787504fb307591a8ca0b44a95308261
AMA-WM-FML-72-7823-STL,Amantii,electric-fireplaces-scraped.json,Amantii 72 Inch Wall or Flush Mount Smart Electric Fireplace with Steel Surround,https://www.efireplacestore.com/ama-wm-fml-72-7823-stl.html,https://www.efireplacestore.com/images/amantii-72-inch-fire-ice-electric-fireplace-with-black-steel-surround-and-log-set-55_189925.webp,/products-upgraded/electric-fireplaces/ama-wm-fml-72-7823-stl.webp,13236,101da2147cc6c0e36dd3e41f66e11d7816b95a83
AMA-SYM-50-BESPOKE,Amantii,electric-fireplaces-scraped.json,Amantii 50 Inch Symmetry Bespoke Smart Electric Fireplace,https://www.efireplacestore.com/ama-sym-50-bespoke.html,https://www.efireplacestore.com/images/amantii-50-inch-bespoke-symmetry-electric-fireplace-51_189898.webp,/products-upgraded/electric-fireplaces/ama-sym-50-bespoke.webp,24666,e2adc611fd46b0bf441f3f14ecff8b65d9d6b7ff
SPF-SF-FORMAT36,Simplifire,electric-fireplaces-scraped.json,Simplifire 36 Inch Wall Mounted Electric Fireplace with Format Floating Mantel,https://www.efireplacestore.com/spf-sf-format36.html,https://www.efireplacestore.com/images/simplifire-36-inch-format-floating-mantel-wall-mount-90_307628.webp,/products-upgraded/electric-fireplaces/spf-sf-format36.webp,85010,67c3dec11b447b687a6588179214da292ff3261b
REM-102755-DE,Remii,electric-fireplaces-scraped.json,Remii 55 Inch Deep Electric Linear Fireplace,https://www.efireplacestore.com/rem-102755-de.html,https://www.efireplacestore.com/images/remii-deep-55-electric-fireplace-51_213609.webp,/products-upgraded/electric-fireplaces/rem-102755-de.webp,26736,db19f02059a48377bedce221ca4b46cae05cfd0b
SPF-SF-SCT55-BK,Simplifire,electric-fireplaces-scraped.json,Simplifire 55 Inch Scion Trinity 3-Sided Linear Electric Wall Mounted Fireplace,https://www.efireplacestore.com/spf-sf-sct55-bk.html,https://www.efireplacestore.com/images/simplifire-43-inch-scion-trinity-3-sided-linear-electric-fireplace-38_214777.webp,/products-upgraded/electric-fireplaces/spf-sf-sct55-bk.webp,51186,b83bdc5350df40770e5bdc9b40843611bee3ed38
AMA-TRD-30,Amantii,electric-fireplaces-scraped.json,Amantii 30 Inch Traditional Built-In Smart Electric Fireplace,https://www.efireplacestore.com/ama-trd-30.html,https://www.efireplacestore.com/images/amantii-30-inch-traditional-series-vent-free-electric-wall-mounted-fireplace-6_178790.webp,/products-upgraded/electric-fireplaces/ama-trd-30.webp,43998,0c66bb95deb9144f852388187fe398822a340cac
MDF-SPS-100B,Modern Flames,electric-fireplaces-scraped.json,Modern Flames 100 Inch Spectrum Slimline Electric Linear Fireplace,https://www.efireplacestore.com/mdf-sps-100b.html,https://www.efireplacestore.com/images/modern-flames-100-inch-spectrum-slimline-electric-wall-mounted-fireplace-15_306518.webp,/products-upgraded/electric-fireplaces/mdf-sps-100b.webp,45814,ec31928e8324806539875a3675a480e10c9d3e66
MDF-LPM-6816,Modern Flames,electric-fireplaces-scraped.json,Modern Flames 68 Inch Landscape Pro Bay Front Electric Wall Fireplace,https://www.efireplacestore.com/mdf-lpm-6816.html,https://www.efireplacestore.com/images/modern-flames-80-multi-sided-landscape-pro-built-in-electric-fireplaces-114_411917.webp,/products-upgraded/electric-fireplaces/mdf-lpm-6816.webp,59544,543982c8be4960db175af54ff7ae548844328511
MDF-OR52-SLIM,Modern Flames,electric-fireplaces-scraped.json,Modern Flames 52 Inch Orion Slim Electric Wall Fireplace,https://www.efireplacestore.com/mdf-or52-slim.html,https://www.efireplacestore.com/images/modern-flames-100-inch-orion-bay-front-electric-fireplace-7_409413.webp,/products-upgraded/electric-fireplaces/mdf-or52-slim.webp,39972,aee5930c93120ba847d310c66934775c8317f364
DIM-SWM4820,Dimplex,electric-fireplaces-scraped.json,Dimplex 48 Inch Winslow Linear Electric Wall Mounted Fireplace,https://www.efireplacestore.com/dim-swm4820.html,https://www.efireplacestore.com/images/dimplex-48-inch-winslow-linear-electric-fireplace-30_192994.webp,/products-upgraded/electric-fireplaces/dim-swm4820.webp,17172,fde81b24505add38720d9f6ed7fbe1697ea553f7
SPF-SF-INC36-MK-WS-INC36,Simplifire,electric-fireplaces-scraped.json,Simplifire 36 Inch Inception Traditional Electric Fireplace with Wescott Mantel Kit,https://www.efireplacestore.com/spf-sf-inc36-mk-ws-inc36.html,https://www.efireplacestore.com/images/mantel_main-1716907962_1385_584442.webp,/products-upgraded/electric-fireplaces/spf-sf-inc36-mk-ws-inc36.webp,43338,1bdbcef1b292d9d37390c38f017f7a4c8b27ec46
AMA-EVO5020,Amantii,electric-fireplaces-scraped.json,Amantii 50 Inch Fire and Ice Evolution Recessed or Wall Mount Linear Electric Fireplace,https://www.efireplacestore.com/ama-evo5020.html,https://www.efireplacestore.com/images/evo_main-1734024220_9724_654127.webp,/products-upgraded/electric-fireplaces/ama-evo5020.webp,15826,68564bce2d5f42220c159f23de9cd13af4bebaf7
